WTRSHD_FID,MINES,RDS_DEN_km_km2,FORDST_PCT,WATER_LIC,STRMXDEN,WWD_count,LCA,RIPDSTPCT,IMPERVPCT,MPB_pct,LINEAR_DEV,ECAPCT,Region,WSDArea_KM2,ForestRoadsDEN_km_km2,NonForestRoadsDEN_km_km2,AgriculturePCT,UrbanPCT,Linear_Dev_noRoads
2211,0,1.511244236,6.830156879,0,0.290610067,0,9.029171897,7.261468149,2.534209604,16.03092183,1.511244236,16.86681854,Fraser,57.37060139,0.278053029,1.233191208,0,0,0
2212,0,0.324063663,0,0,0.050270837,0,0.638190897,0.492397237,0.638190891,0.125509495,0.324063663,0.637759732,Fraser,105.8385184,0,0.324063663,0,0,0
2213,0,1.517598754,16.46365351,0,0.04143775,0,17.95571096,13.25922783,2.512479056,6.086536027,1.517598754,14.62562548,Fraser,45.40356702,0.157818297,1.359780457,0,0,0
2214,0,0.632518623,0,0,0,0,1.997818132,1.89797351,1.257968854,0.001057057,0.632518623,1.253199252,Fraser,42.54434523,0,0.632518623,0,0,0
2215,0,0.066792399,0,1,0,0,0.146042147,0.060549452,0.11725754,0,0.066792399,0.116905514,Fraser,72.83822214,0,0.066792399,0,0,0
2216,0,0,0,0,0,0,2.97002E-05,0,2.97002E-05,1.639293964,0,1.48494E-05,Fraser,34.13130554,0,0,0,0,0
2217,0,0,0,0,0,0,0,0,0,0.002505283,0,0,Fraser,46.30080907,0,0,0,0,0
2218,0,0,0,0,0,0,0,0,0,3.917161721,0,0,Fraser,35.60461689,0,0,0,0,0
2219,0,0,0,0,0,0,0,0,0,0,0,0,Fraser,15.84257333,0,0,0,0,0
2220,0,0,0,0,0,0,9.049876294,7.063325534,0,0,0,0,Fraser,6.886980497,0,0,0,0,0
2221,0,0,0.000273009,0,0,0,8.337071742,4.000054412,0,0,0,0.001481166,Fraser,80.16599428,0,0,0,0,0
2222,0,0,0,0,0,0,0.000139849,0,0,0,0,0,Fraser,34.35011134,0,0,0,0,0
2223,0,0,0,0,0,0,2.356308787,0.712268693,0,0,0,0,Fraser,74.60937279,0,0,0,0,0
2224,0,0,0,0,0,0,2.283442493,2.398888036,0,0,0,0,Fraser,84.02273182,0,0,0,0,0
2225,0,0,0,0,0,0,14.02482216,11.81043439,0,0,0,0,Fraser,54.78042602,0,0,0,0,0
2226,0,0,0,0,0,0,5.025240662,1.999742591,0,,0,0,Fraser,47.59301492,0,0,0,0,0
2421,1,1.723869451,1.5776746,4,0.215030951,0,4.472078009,3.40603213,3.149197659,0,1.723869451,5.035870232,SCVI,45.23787732,0.196596249,1.527273202,0,0,0
2422,3,4.319751485,16.10134355,2,1.346623291,0,21.49884805,11.50847259,7.290720999,0,4.319751485,22.55973054,SCVI,26.27719599,0.475163771,3.844587715,0,0,0
2423,5,3.731648466,5.315278018,43,1.403978132,6,13.62319352,12.77686154,7.161307417,0,3.731648466,13.322519,SCVI,155.5339472,0.289432017,3.44221645,0.265844162,2.677289345,0
2424,1,4.176316708,8.940519775,7,0.920187873,0,17.60511971,11.13350511,7.596495408,0,4.176316708,14.97425239,SCVI,45.43223492,0.348629927,3.827686781,0.386441891,2.977982364,0
2425,3,2.554880218,2.942378428,77,0.475759778,0,13.52740049,17.93460787,6.06818664,0,2.554880218,12.23259453,SCVI,64.74576469,0.029899741,2.524980478,0.356866835,7.126418854,0
2426,0,1.67056829,5.19693449,24,0.906531978,0,9.049632635,8.97751657,3.416215161,0,1.67056829,6.360327326,SCVI,62.68334196,0.027557858,1.643010432,0,1.204051196,0
2427,0,2.254838251,15.83737362,20,0.598858495,0,18.99841831,19.50980353,4.049983042,0,2.46998243,14.3423548,SCVI,57.43040808,0.099162717,2.155675534,0,0.405954114,0.215144179
2428,0,1.870037283,12.53529937,6,1.822012384,0,14.7235118,14.63800076,3.392114594,0,1.870037283,10.44827213,SCVI,57.05668271,0.40234631,1.467690973,0,0.013525618,0
2429,0,1.240037639,0,0,4.093468694,0,2.452592591,1.864717852,2.452592597,0,1.270520748,2.426654266,SCVI,21.42015542,0.006389452,1.233648186,0,0,0.030483109
2430,0,2.064552485,0.260785602,3,0.293789773,0,3.922299387,6.164077822,3.69569709,0,2.064552485,5.034365165,SCVI,28.63127684,0.008261801,2.056290685,0,0,0
2431,0,2.245320947,10.63691163,1,0.716570004,0,13.73475679,10.72646191,4.14237327,0,2.245320947,11.14836532,SCVI,53.49026359,0.050693691,2.194627256,0,0,0
2432,1,2.225823585,4.743860878,32,0.202247074,6,8.371334007,8.090976832,4.033973063,0,2.306723184,7.837201704,SCVI,61.71202519,0.210460217,2.015363368,0,0.120225908,0.080899599
2433,0,1.408275898,13.08049386,3,0.858977409,6,15.92669802,20.64201893,2.702067559,0,1.408275898,4.097564709,SCVI,35.70148334,0.005101491,1.403174407,0,1.105538017,0
2434,0,4.36811483,5.408081414,13,1.095246965,0,14.71486707,4.909689068,8.638546265,0,4.647652132,14.23186259,SCVI,28.40768159,0.071335246,4.296779584,0,1.06610202,0.279537302
2435,2,4.543755306,0.54040593,0,0.476863374,5,11.08123222,5.085794398,8.22857864,0,4.575678443,11.22246575,SCVI,59.25126332,0.025045249,4.518710056,0.111585694,3.985078762,0.031923137
2436,0,3.815512397,0,0,0.987450965,0,7.279342037,3.924422479,7.2322458,0,3.815512397,7.231801246,SCVI,22.77466358,0,3.815512397,0,0.264873329,0
2438,1,5.676455751,1.935122096,45,1.394599344,0,23.46561913,15.22822204,11.41781481,0,5.745524924,19.50050504,SCVI,41.42015883,0.042504659,5.633951092,3.406325932,11.4392037,0.069069173
2439,9,3.203925889,1.703536811,16,0.862216984,0,7.104148574,4.122199597,4.674300003,0,3.226101078,5.688175138,SCVI,97.86130101,0.056999141,3.146926749,0.132783063,0.882754799,0.022175189
2440,0,2.924645521,0,13,1.018295012,0,4.34859165,3.165157385,4.337447753,0,2.924645521,4.288999612,SCVI,23.87973474,0,2.924645521,0,0.032704913,0
2441,0,1.75242576,0,0,0.170672346,0,2.312453934,2.021074818,2.312453901,0,1.75242576,2.295673036,SCVI,59.80486195,0,1.75242576,0,0,0
2442,0,0.985995675,0,0,0.210855861,0,1.424577222,1.049456562,1.42457725,0,0.985995675,1.40558043,SCVI,50.2885056,0,0.985995675,0,0,0
2443,0,0.569057029,0,0,0.266142087,0,0.698828899,0.763516764,0.698828898,0,0.569057029,0.695563781,SCVI,61.06222818,0,0.569057029,0,0,0
2444,0,0.939842207,0,0,0.235578525,0,1.295884832,0.788249126,1.295884837,0,0.939842207,1.282335391,SCVI,43.76782998,0,0.939842207,0,0,0
2445,0,3.062879763,0,0,0.578381272,0,5.004807108,3.489234932,5.004807111,,3.062879763,4.974588989,SCVI,23.69249467,0,3.062879763,0,0,0
2446,0,2.207979707,0,0,0.609596925,0,3.864370651,3.963314474,3.760541767,0,2.207979707,3.827356417,SCVI,55.80135757,0,2.207979707,0,0.110278582,0
2447,0,0.005119083,0,1,0,0,0.066429212,2.09820772,0.023623097,0,0.005119083,0.061546566,SCVI,21.17553802,0,0.005119083,0,0.056803894,0
2448,0,2.782142826,0,1,1.252210722,0,4.930431375,4.44766391,4.330166688,,2.782142826,4.889947899,SCVI,33.09004848,0,2.782142826,0,0.909718292,0
2449,0,1.117685199,0,0,0.333166882,0,1.535619072,1.242085862,1.535619079,0,1.117685199,3.446837471,SCVI,86.96423494,0,1.117685199,0,0,0
2450,0,4.646998878,2.292327487,45,1.061853744,0,34.2054114,31.06790283,9.780333836,0,4.660366817,11.90823306,SCVI,35.92179353,0.0374366,4.609562277,21.84759529,5.363085132,0.013367939
2451,1,4.990277154,0.369230525,17,1.584971677,2,55.41718583,53.56242414,13.60419617,0,4.994881227,19.69622935,SCVI,36.97037927,0,4.990277154,38.40549754,12.94843637,0.004604072
2452,1,4.385891929,2.360393175,2,0.946565816,0,11.3488649,4.427102115,7.150381001,0,4.484222071,7.787509785,SCVI,42.78009594,0.006004041,4.379887888,1.49986593,0.958004575,0.098330142
2453,0,4.352629013,3.920140297,4,1.126033572,0,11.10069432,6.147066343,7.255502715,0,4.465818139,8.150896494,SCVI,29.06834775,0.028378934,4.324250079,0,1.276181442,0.113189126
2454,1,3.491172686,0,0,0,0,5.493540063,3.963727183,5.470536004,,3.491172686,5.448113112,SCVI,44.1927144,0,3.491172686,0,0.012753172,0
2455,0,4.837277035,0,2,0.653666884,0,7.62671614,3.675185555,7.576775795,,5.122587997,7.597178534,SCVI,32.85356847,0,4.837277035,0.003261954,0.398486884,0.285310962
2456,0,3.738498903,0,0,0.741538747,0,5.015160023,3.563713847,5.015160017,,3.738498903,4.965567056,SCVI,44.63966717,0,3.738498903,0,0,0
2457,1,5.099814503,1.424406937,28,1.307919603,2,25.22189196,14.38981233,9.272191646,0,5.160478917,11.0243016,SCVI,64.55918172,0,5.099814503,14.08597033,3.89700366,0.060664416
2458,1,5.49973859,0,24,0.73626007,0,20.8684149,14.51734307,10.31723717,0,5.627832638,16.3357819,SCVI,32.74033037,0,5.49973859,4.730827191,9.704865135,0.128094042
2459,0,4.286015183,0,19,0.67495879,0,7.160337541,2.029861548,6.579730231,0,4.360431495,6.642448092,SCVI,38.20474302,0,4.286015183,0.551533376,0.692587118,0.074416312
2460,0,4.092372197,0,3,0.752454146,0,5.967535836,3.934627057,5.956811361,,4.092372197,5.911732265,SCVI,37.9676851,0,4.092372197,0,0.07173218,0
2461,5,4.203142002,0,1,0.528773827,7,5.978390264,3.530390369,5.978390268,0,4.203142002,5.954199292,SCVI,46.60041352,0,4.203142002,0,0,0
2462,0,3.456399059,0,0,2.703066609,0,4.385514346,2.504568451,4.385514332,0,3.456399059,4.371770379,SCVI,23.5309903,0,3.456399059,0,0,0
2463,0,0.306854764,0,1,0,0,0.369558581,0,0.369558573,0,0.306854764,0.348715551,SCVI,21.23798808,0,0.306854764,0,0,0
2464,0,1.830535512,0,0,0,0,2.296411854,1.428403797,2.296411857,,1.830535512,2.273204691,SCVI,38.0145345,0,1.830535512,0,0,0
2465,1,4.083034483,0,0,0.099063407,0,6.475249879,4.475450183,6.473184094,,4.083034483,6.438949433,SCVI,43.5076839,0,4.083034483,0,0.010485848,0
2466,0,1.241227544,0,0,0.705947327,0,2.303879092,1.354022382,1.704790114,0,1.241227544,1.690013864,SCVI,79.9575667,0,1.241227544,0,0,0
2467,0,4.852385488,1.00002179,2,0.951032492,0,16.35774324,4.892592382,9.925054511,0,5.005094165,15.39863366,SCVI,25.56204604,0,4.852385488,0,9.528373303,0.152708681
2468,11,6.098823796,3.024088508,47,2.616203872,0,34.66845138,24.92226701,14.7675246,0,6.65402955,28.57291025,SCVI,59.18639204,0.057254782,6.041569015,5.523246513,19.36652456,0.555205753
2469,0,6.890842811,1.191733871,76,1.770741986,7,50.20265445,41.0348713,18.26410815,0,6.922927061,40.91823066,SCVI,96.85568172,0.001935657,6.888907154,9.216202173,35.53135327,0.03208425
2470,5,6.311250559,0.267475555,5,1.408678355,3,36.82386154,20.58964349,16.08073173,0,6.311250559,34.86365098,SCVI,61.42574631,0.011636279,6.299614281,1.895644978,30.14878518,0
2471,1,5.060554748,7.88207029,41,1.652631937,6,33.97885783,27.24232901,11.31728764,2.388424447,5.060554748,17.56963395,Fraser,81.19452168,0.064113856,4.996440892,13.29792601,6.063365846,0
2472,0,3.9564229,0.97970988,7,0,0,54.92008451,41.88088711,10.81574711,0.14093369,4.472573367,9.967277793,Fraser,23.22705104,0,3.9564229,49.41374439,0.376637672,0.516150466
2473,23,2.807017053,9.207617756,15,0.34792858,0,34.64647864,27.96924608,6.683087386,0.745560921,2.970507688,8.872721191,Fraser,69.13336698,0.039458801,2.767558251,21.87520717,0.07613872,0.163490635
2474,7,3.740474242,10.08961613,12,0.91874653,0,25.79967897,18.41466035,7.515787952,1.765166831,4.034736466,14.12347407,Fraser,66.22261536,0.208386964,3.532087278,10.18577743,0.004156345,0.294262224
2475,0,3.527641004,15.11161249,10,0.990317704,2,32.20532222,16.83789797,7.541910038,2.202673826,3.800165651,18.92102529,Fraser,77.68237072,0.061972117,3.465668887,11.66175734,0,0.272524648
2476,0,2.642750346,63.48338363,0,0.524550924,0,64.25977995,44.95504675,3.795039726,0.878133524,2.642750346,32.58692204,Fraser,22.89963315,0.829812045,1.812938301,0,0,0
2477,0,1.540936329,36.34293445,0,0.248054286,0,37.12191877,22.11012335,2.41595391,0.208628232,1.540936329,24.06706153,Fraser,57.62722628,0.289072786,1.251863543,0,0,0
2478,1,2.276340891,48.10998189,0,0.426426329,0,49.8267458,34.35040538,3.617951846,2.503113011,2.276340891,43.39952248,Fraser,84.07454311,0.463467775,1.812873116,0.382869329,0,0
2479,0,0.429069508,5.279653151,0,0.033325758,0,5.787948671,0.86416669,0.775415679,0,0.429069508,6.686236195,Fraser,47.40267332,0.081614528,0.34745498,0,0,0
2480,5,1.389121993,21.76247788,0,0.361767462,0,23.01836825,12.95094959,2.239361131,0.11317075,1.389121993,18.29698036,Fraser,65.00781345,0.210596316,1.178525677,0,0,0
2481,21,2.61993865,64.66070964,0,0.481178876,0,65.30185633,38.57404939,4.169136991,0.011465586,2.61993865,33.20053902,Fraser,84.71640102,0.265700155,2.354238495,0,0,0
2482,2,4.30669342,10.36474886,11,0.941820834,0,26.51549489,19.17355686,8.370283339,0.386684071,4.30669342,13.49905234,Fraser,23.60145502,0.042034362,4.264659059,9.833878492,0,0
2483,9,2.69227861,13.55688509,0,0.840699211,0,17.96558123,11.73560159,5.024143499,0.241059656,2.69227861,18.94458884,Fraser,35.7470183,0.006518139,2.68576047,0,0.051747362,0
2484,23,1.539596023,24.31090302,0,0.282149563,0,25.62617322,9.847530235,2.497061138,0,1.539596023,28.80756806,Fraser,68.51287804,0.355641991,1.183954032,0,0,0
2485,3,2.489135644,13.63833724,0,0.304867913,0,16.73499664,8.443000542,4.427454346,0,2.489135644,18.92555026,Fraser,27.85563753,0.261157226,2.227978419,0,0.015851743,0
2486,3,2.565450959,24.38874837,0,0.215564061,0,26.85906535,19.74135491,4.327447786,0,2.565450959,25.76704058,Fraser,50.48991475,0.649824037,1.915626922,0,0,0
2487,54,3.171008638,38.54631071,0,0.588042324,0,48.46734818,24.99575191,5.361285641,7.310527321,3.171008638,38.98916665,Fraser,59.77467827,0.145118405,3.025890232,0,0,0
2488,24,4.096561244,56.64582331,1,0.583438173,0,58.68485418,52.1102819,6.923651729,7.452077673,4.096561244,49.76920784,Fraser,25.57912841,0.635642126,3.460919118,0,0,0
2489,19,3.301493518,48.45157112,0,0.465033729,0,50.34367589,38.31617172,6.003098384,0.622905621,3.301493518,33.21344581,Fraser,26.31050549,0.297709609,3.003783909,0,0.117906904,0
2490,4,3.503537024,62.4141766,0,0.730282801,0,68.10356634,60.48254731,6.474826596,17.78229189,3.503537024,64.99260843,Fraser,28.6929133,0,3.503537024,0,0,0
2491,122,3.488731659,24.71237616,5,0.433876517,18,30.61184544,16.41315682,5.512928974,5.165307623,3.488731659,29.69104164,Fraser,98.36328067,0.247229972,3.241501687,0.144396715,0.193207228,0
2492,24,3.652204323,38.62552633,1,0.28851096,0,40.7990804,22.18575657,5.45896785,10.50450594,3.652204323,47.90103692,Fraser,33.55116595,0.478748733,3.17345559,0,0,0
2493,27,3.339840348,35.12180217,0,1.039201735,0,37.34692444,20.55849535,5.055692146,9.452844399,3.339840348,32.13944652,Fraser,21.30873537,0.354982673,2.984857676,0,0,0
2494,148,2.308192739,13.85096573,2,0.5070432,0,16.5157721,9.079652245,3.779218501,8.820408789,2.359613946,15.19494583,Fraser,102.9359742,0.184783061,2.123409678,0,0,0.051421207
2495,6,3.747903273,55.58393647,0,0.934157942,0,63.9160864,51.15888684,6.879429585,0.288337373,3.747903273,53.44166465,Fraser,20.56348701,0,3.747903273,0,0,0
2496,34,3.660480545,24.25955037,2,0.545887563,0,29.59388498,11.86681472,6.100022582,0,3.660480545,32.38443293,Fraser,65.870099,0.357495356,3.30298519,0,0.17154636,0
2497,17,2.941629928,18.73298074,0,0.431176264,0,22.26452775,12.30849859,4.6050535,0.011916045,2.941629928,34.74776324,Fraser,47.35366462,0.621077881,2.320552047,0,0.399688591,0
2498,12,2.330513182,44.8021056,1,0.447192925,0,45.48903257,28.13771042,3.649658844,3.622923965,2.330513182,28.68925344,Fraser,54.40408548,0.374130934,1.956382248,0,0.071485633,0
2499,0,2.211358257,54.44138917,0,0.4461252,0,55.02479678,20.83693997,3.063577039,49.89463888,2.211358257,47.16007382,Fraser,42.97101199,0.149324759,2.062033498,0,0,0
2500,0,2.99948614,49.39281367,0,0.325879948,0,50.65687797,13.85820847,4.303870239,1.765988698,2.99948614,31.2414191,Fraser,36.60529172,0.091017707,2.908468433,0,0,0
2501,0,3.213718907,57.3668649,0,0.48611519,0,58.68443293,18.00300555,5.144412272,30.69422471,3.213718907,47.1182432,Fraser,27.24185192,0.011729028,3.201989879,0,0,0
2502,0,1.473576465,66.48628865,0,0.214850521,0,66.87700973,29.91154364,1.890622021,0,1.473576465,50.50095951,Fraser,20.08453565,0.329867787,1.143708679,0,0.055178157,0
2503,0,2.977698511,48.59450024,0,0.599364372,0,50.25659036,22.24612146,3.537146261,0,2.977698511,41.66790672,Fraser,32.07348588,0.093565725,2.884132786,0,0.22123578,0
2504,0,2.048936927,43.03860908,0,0.263700711,0,43.90152452,20.88974916,3.049028581,0.341709268,2.048936927,36.33376041,Fraser,90.76713087,0.366712502,1.682224425,0,0.145234628,0
2505,0,2.066032142,32.73841168,0,0.448683783,0,33.71983212,18.22566643,2.661263466,0.25575594,2.066032142,30.15320333,Fraser,31.84755293,1.037701761,1.028330381,0,0.101243782,0
2506,5,2.812733322,32.38465426,0,0.621849645,0,35.74541878,9.635536087,4.546480067,0,2.812733322,29.39453779,Fraser,43.45026048,0.147935231,2.664798091,0,0.028033562,0
2507,6,1.420066542,20.49317099,0,0.225480236,0,21.60853797,11.25898238,1.920804144,0.01302061,1.420066542,25.14237974,Fraser,76.57293595,0.35776921,1.062297331,0,0.019474346,0
2508,15,2.596301702,25.50662339,0,0.307259042,0,28.03951085,13.42129097,3.754041158,0.219585956,2.596301702,40.92738947,Fraser,46.18220103,0.791384058,1.804917644,0,0.09267755,0
2509,22,2.92444097,17.21615511,0,1.054708029,0,21.05476787,6.011781055,5.146356113,0,2.92444097,32.66559565,Fraser,24.05966303,0.255138219,2.669302751,0,0.62974641,0
2510,13,2.494984868,18.72377095,2,0.224629737,0,22.12681507,11.98405165,3.928735419,0.181838596,2.494984868,22.16948577,Fraser,39.68725335,0.122315788,2.37266908,0,0.007677648,0
2511,12,1.030704978,14.70141095,0,0.145376319,0,16.59450606,8.92804457,1.397848361,0.44785271,1.030704978,13.58302154,Fraser,91.54134118,0.032613902,0.998091077,0,0,0
2512,59,2.800947388,14.72975388,2,0.636751649,0,19.1191508,10.6385618,5.206656351,1.086777243,3.103840976,20.0374806,Fraser,79.54854137,0.22191852,2.579028867,0.016735835,0.08247542,0.302893587
2513,33,2.322846428,6.57385473,0,0.472072915,0,10.45793317,6.832136635,3.935654945,0,2.322846428,11.99558496,Fraser,34.29512572,0.048396916,2.274449512,0,0,0
2514,56,3.450160324,37.35075378,6,0.64638918,0,44.6385755,39.10047492,6.360177159,3.660595773,3.450160324,43.33256923,Fraser,58.01729802,0.053965657,3.396194667,2.080906433,0.043477224,0
2515,44,3.071851933,47.49890151,0,0.564331347,0,49.03419883,28.23608295,4.894172531,0.023508151,3.071851933,34.92435559,Fraser,59.09694869,0.138988341,2.932863592,0,0,0
2516,18,2.261430674,29.77039628,1,0.442539161,0,31.44615222,15.34911998,3.823134466,0,2.261430674,22.01841419,Fraser,32.90390967,0.239917258,2.021513416,0,0,0
2517,17,2.549145277,55.50742342,0,0.332921237,0,56.01892105,18.89676058,3.032960631,0,2.549145277,44.16104232,Fraser,39.94796592,0.113672737,2.43547254,0,0,0
2518,9,2.115313374,12.19711447,0,0.907384514,0,17.06096103,8.740914823,3.478872072,0,2.115313374,20.61437514,Fraser,32.46772721,0.392676514,1.72263686,0,0,0
2519,25,2.218203998,13.33178224,0,1.019646998,0,26.32029322,14.87313572,3.304748142,0,2.218203998,54.28326593,Fraser,107.0281376,0.766646687,1.451557311,0,0.228506049,0
2520,19,0.651597246,3.608258366,0,0,0,4.192431075,1.929035361,0.84585833,0,0.651597246,18.64352156,Fraser,55.16042252,0.112256553,0.539340693,0,0,0
2521,0,3.921756618,37.46650987,7,1.013983176,0,46.89009079,44.96407229,7.809135177,0.646923657,3.921756618,10.84522357,Fraser,45.99625613,0.063099136,3.858657482,5.207748974,0.325900801,0
2522,0,4.172323001,1.625214017,1,1.474483812,0,40.22009943,32.01318881,10.1498584,0,4.172323001,9.576542752,Fraser,31.29898379,0.167771095,4.004551906,32.30047986,1.132289084,0
2523,0,2.745305614,53.19150799,0,0.649984361,0,54.200229,43.70118499,4.86296025,10.67299595,2.745305614,25.11206222,Fraser,43.1823277,0.515697431,2.229608183,0,0,0
2524,0,3.511534304,57.44418418,3,0.91537547,0,59.400667,40.08159114,6.518802975,16.92281023,3.511534304,38.87773204,Fraser,50.74400053,0.409348449,3.102185855,0,0,0
2525,0,2.889716438,35.91842725,0,0.624550217,0,38.47665423,24.13826645,5.273872791,2.671417996,2.889716438,20.22074296,Fraser,50.74495568,0.385885117,2.503831321,0,0,0
2526,0,1.931740293,18.74772431,0,0.749379227,0,20.48384082,10.45146326,3.640741902,3.68761933,1.931740293,10.48743463,Fraser,27.3129804,0.074282977,1.857457317,0,0,0
2527,2,1.024473305,17.1199853,0,0.322286384,0,17.74881822,9.563437897,1.82631798,0.136874734,1.024473305,7.922252713,Fraser,39.44942287,0.071543291,0.952930015,0,0,0
2528,0,3.239647573,50.76189834,0,0.675316823,0,51.60685453,35.17992999,6.33179411,4.284627159,3.239647573,26.53162578,Fraser,26.78168464,0.065273067,3.174374505,0,0,0
2529,0,2.526531043,32.14988649,0,0.766960228,0,34.48022201,29.08698832,4.566574484,0.842466072,2.526531043,23.3511312,Fraser,35.92322997,0.501109285,2.025421758,0,0,0
2530,0,3.214551826,64.38176575,0,0.697464911,0,65.61723556,55.54442064,5.887437903,4.477763139,3.214551826,21.16934138,Fraser,53.83272203,0.068511426,3.146040399,0,0,0
2531,2,2.726814914,27.5399221,0,0.408145628,0,30.37837181,26.47246696,4.888829219,2.914508466,2.726814914,18.65353437,Fraser,34.00004913,0.268387159,2.458427755,0,0,0
2532,2,2.226436681,46.6460577,0,1.637198306,0,47.82510879,41.75132608,4.322665516,5.433961335,2.226436681,22.04551114,Fraser,29.52908086,0.014067605,2.212369076,0,0,0
2533,7,2.529140541,21.15392435,3,0.694290092,0,39.62562072,28.25835238,6.038976664,6.868613916,2.564021022,22.45633542,Fraser,41.69797134,0.058669161,2.47047138,15.20019901,0,0.034880486
2534,1,3.297473238,18.29368131,0,0.654701106,0,42.2661391,29.68084539,7.717864578,8.372531294,3.297473238,22.14392732,Fraser,30.33919148,0.104040926,3.193432312,20.56283501,0,0
2535,0,2.986897442,34.7479036,1,0.605378702,0,41.26590061,28.87906211,5.938685403,16.87309581,2.986897442,35.81782058,Fraser,46.99924103,0.230179735,2.756717707,3.910027598,0,0
2536,15,3.482045702,19.18592015,8,0.698399028,0,44.59747956,34.61340965,8.390532107,3.89105408,4.084578317,25.10262704,Fraser,45.50629546,0.369750997,3.112294706,16.95973581,5.407773425,0.602532614
2537,54,2.623584028,51.86453536,1,0.637245048,0,54.56634295,41.63643068,4.732126613,3.091783533,2.634396888,24.99974034,Fraser,91.46164553,0.470333527,2.153250502,0.524046444,0.491407713,0.01081286
2538,1,3.341434107,1.485716698,15,1.384139449,0,23.49557567,17.60296738,7.411706867,5.548391362,3.55886843,10.14642107,Fraser,25.34974487,0,3.341434107,16.23923374,0.387309699,0.217434323
2539,29,2.038571325,16.75654096,2,0.439146144,0,19.06444492,9.157429172,3.629247395,17.11429402,2.038571325,13.65608011,Fraser,66.6648797,0.074670714,1.963900612,0,0,0
2540,1,1.978484566,24.51592211,0,0.206688289,9,26.26639691,5.488100242,3.700247967,9.208895547,1.978484566,31.91570233,Fraser,20.36864893,0.193258456,1.78522611,0,0,0
2541,0,1.302647565,9.308477199,0,0.303301363,0,10.89695637,5.945684417,2.59996994,5.473941398,1.302647565,20.23307855,Fraser,40.01881983,0.047841086,1.25480648,0,0,0
2542,16,2.59892866,50.03230806,4,0.521210171,0,52.56891194,26.91925707,3.610310523,2.185917512,2.59892866,38.86351955,Fraser,25.78876225,1.35855221,1.240376451,0.868835743,0,0
2543,31,2.033833219,37.75883855,5,0.445597781,0,38.92654395,25.27365589,2.867684378,0.164237287,2.033833219,27.54186391,Fraser,80.83149313,0.871598597,1.162234622,0,0,0
2544,2,2.605370579,7.476931916,14,0.845214895,4,31.33809526,20.58926974,6.421042074,0.624798455,3.050250314,9.42217186,Fraser,45.10484696,0.107816056,2.497554523,19.95955094,0.163843688,0.444879735
2545,5,2.766824956,45.79835706,0,0.457318178,0,48.30318252,33.25471419,4.2879466,0.322339266,2.766824956,29.7960743,Fraser,27.68357214,0.443275604,2.323549352,1.014100194,0,0
2546,8,2.691947666,64.6473467,0,0.63683261,0,65.77347264,44.75725664,4.582094959,1.007760189,2.691947666,24.68487241,Fraser,45.8659032,0.133694757,2.558252909,0,0,0
2547,0,2.423256569,58.31983627,0,0.408086518,0,59.28227801,38.67009739,3.998579339,0.037755139,2.423256569,20.8487814,Fraser,30.81536872,0.174170563,2.249086005,0,0,0
2548,0,2.116526541,66.51303468,0,0.538461538,0,66.89976654,38.5966794,3.651596185,0.071416323,2.116526541,31.66815515,Fraser,21.58115026,0.395025833,1.721500708,0,0,0
2549,0,2.335441529,72.24152532,0,0.732864678,0,72.36398742,74.23232079,4.029773053,0,2.335441529,20.98960972,Fraser,24.9884697,0.189692868,2.145748661,0,0,0
2550,4,2.314876254,15.35961458,5,0.735142883,0,54.58985059,44.16944582,7.522493057,10.18853881,3.015996081,22.42324454,Fraser,33.06974134,0.324682723,1.99019353,34.8463287,5.883534429,0.701119821
2551,22,2.220145028,35.89379517,0,0.436165668,0,38.19839349,18.41937588,3.641917605,1.424912508,2.220145028,28.00476582,Fraser,50.0038873,0.640492525,1.579652503,0.786758953,0,0
2552,8,2.176979807,65.102602,0,0.554020563,0,65.76426017,47.85335742,3.787442648,0.006255204,2.176979807,22.70533396,Fraser,80.73183292,0.240740648,1.936239159,0,0,0
2553,0,2.168414413,47.35322853,0,0.595572237,0,48.62770526,31.00554238,3.551775092,0.923199269,2.168414413,22.23820826,Fraser,86.29150341,0.41014283,1.758271583,0,0,0
2554,0,2.09148217,27.29104185,0,0.316253491,0,28.97230478,11.70351793,3.940177548,0.303781798,2.09148217,22.60240403,Fraser,65.77582737,0.187895189,1.903586981,0,0,0
2555,0,1.185078738,19.50826361,0,0.091050396,0,20.45268917,17.01352533,2.418616229,7.45410538,1.185078738,10.44173498,Fraser,36.82251227,0.007611711,1.177467026,0,0,0
2556,0,1.790550851,30.39837099,0,0.498678209,0,31.36638471,29.6677695,3.532302478,33.14047854,1.790550851,18.27287432,Fraser,63.19036194,0.015506271,1.77504458,0,0,0
2557,0,1.847993617,29.03717703,0,0.53648966,0,31.04530588,11.56069939,3.501331888,31.19881887,1.847993617,33.93809225,Fraser,20.8190825,0.280872423,1.567121194,0,0,0
2558,39,3.002525188,3.6368651,16,0.021103924,10,22.97857157,12.4365826,6.563530053,0.397982253,3.002525188,7.588805831,Fraser,72.56170504,0.033031379,2.969493809,13.94843837,1.459422431,0
2559,35,3.255978451,12.71456574,9,0,2,39.72532239,30.43321679,7.945639784,0.309452249,3.30171642,12.67528349,Fraser,54.86749138,0.055081934,3.200896518,19.77577567,3.989779372,0.045737969
