"","POPULATION","CU_NAME","FULL_CU_IN","POP_ID","SPECIES_QUALIFIED","SPECIES","AREA","FAZ","MAZ","StreamOrder","QUALITY","weight","nYears","forestDD","trend1","trend2","trend3","trend4","trend5","region","spawnEco","rearEco","AgriculturePCT","UrbanPCT","RIPDSTPCT","Linear_Dev_noRoads","ForestRoadsDEN_km_km2","NonForestRoadsDEN_km_km2","STRMXDEN","FORDST_PCT","ECAPCT","MPB_pct","WATER_LIC","WWD_count"
"CM51918","Pine River (Bella Bella) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51918,"CM","Chum","7","NC","HStr",5,7,0.119202922022118,35,0,-0.0621241646980791,-0.0621241646980791,-0.0621241646980804,NA,NA,"Central Coast","Pink/Chum","Chum",0,0,0.536759986,0,0.177720376,-8.54687e-14,0,0.201059293,0.377845047,0,0,0
"CM51923","Chamiss Creek (Bella Bella) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51923,"CM","Chum","7","HecLow","HStr",4,4.4,0.119202922022118,67,0,0.0116112036267793,0.0119708683660245,0.0227632806794256,0.0935728660953934,0.0232167903655115,"Central Coast","Pink/Chum","Chum",0,0,1.461289709,0,1.218971501,0.178371826,0.151027367,0.064726598,8.311863526,0,0,0
"CM51928","Neekas Creek (Bella Bella) Chum","SPILLER-FITZ HUGH-BURKE","CM-15",51928,"CM","Chum","7","HecLow","HStr",4,4.10526315789474,0.119202922022118,69,0,-0.00488032375873162,-0.00480868519144944,-0.0072329465570078,-0.0171797910894171,-0.0286956989443934,"Central Coast","Pink/Chum","Chum",0,0,4.739438788,0,0.141067598,0.284751148,0,4.820028782,5.138624842,0,0,0
"CM51938","Tankeeah River (Bella Bella) Chum","HECATE LOWLANDS","CM-18",51938,"CM","Chum","7","HecLow","HStr",4,4.33333333333333,0.119202922022118,51,0,-0.0398159524044782,-0.039035237527201,-0.027516709495556,0.0373022412910506,NA,"Central Coast","Pink/Chum","Chum",0,0,0.084418379,0,0,0.05417443,0,0.092242047,0.192390083,0,0,0
"CM51953","Windfall Creek (Bella Bella) Chum","HECATE LOWLANDS","CM-18",51953,"CM","Chum","7","HecLow","HStr",4,7,0.119202922022118,19,0,-0.0960706108912237,-0.0960706108912237,-0.0960706108912256,NA,NA,"Central Coast","Pink/Chum","Chum",0,0.01882684,2.60423316,0,0.000776145,0.151057919,0,2.024749183,0.953178457,0,1,0
"CM51958","Tom Bay Creek (Bella Bella) Chum","HECATE LOWLANDS","CM-18",51958,"CM","Chum","7","HecLow","HStr",4,4.6,0.119202922022118,50,0,-0.00928875041401656,-0.00895594365733606,0.00152218486905144,0.0392992901612765,NA,"Central Coast","Pink/Chum","Chum",0,0.01882684,2.60423316,0,0.000776145,0.151057919,0,2.024749183,0.953178457,0,1,0
"CM51963","Nameless Creek (Bella Bella) Chum","HECATE LOWLANDS","CM-18",51963,"CM","Chum","7","HecLow","HStr",4,6,0.119202922022118,49,0,-0.034659153840551,-0.034659153840551,-0.0223305582673322,0.0107222044401832,NA,"Central Coast","Pink/Chum","Chum",0,0,9.6725174,0,0.039422732,0.632554947,0,12.65883544,7.691361906,0,0,0
"CM51968","Salmon Bay Creek (Bella Bella) Chum","HECATE LOWLANDS","CM-18",51968,"CM","Chum","7","HecLow","HStr",4,4.93333333333333,0.119202922022118,65,0,-0.00453501475428719,-0.00413875771822748,-0.00304366944648407,-0.0249411935590964,-0.031813895820402,"Central Coast","Pink/Chum","Chum",0,0,9.6725174,0,0.039422732,0.632554947,0,12.65883544,7.691361906,0,0,0
"CM51973","Hird Point Creek (Bella Bella) Chum","HECATE LOWLANDS","CM-18",51973,"CM","Chum","7","HecLow","HStr",4,4.58333333333333,0.119202922022118,59,0,0.0230335650221856,0.0237738292201631,0.0327650388492475,0.0540365928529636,0.0177865605285102,"Central Coast","Pink/Chum","Chum",0,0,0.263070655,0,0,0.004311897,0,0.09548552,0.063737379,0,0,0
"CM51978","Lard Creek (Bella Bella) Chum","MUSSEL-KYNOCH","CM-19",51978,"CM","Chum","7","NC","HStr",6,4.33333333333333,0.119202922022118,60,0,0.0379999971145916,0.0384597601851433,0.0338871075996352,0.00539055304151572,-0.0689288383011328,"Central Coast","Pink/Chum","Chum",0,0,0,0,0,0,0,0,0,0,0,0
"CM51983","Kainet Creek (Bella Bella) Chum","MUSSEL-KYNOCH","CM-19",51983,"CM","Chum","7","NC","HStr",5,4.1,0.119202922022118,70,0,-0.0132661340094169,-0.0137725992422657,-0.0141755702150674,-0.00115200299960031,-0.0802543981923054,"Central Coast","Pink/Chum","Chum",0,0,0,0,0,0,0,0,0,0,0,0
"CM51988","Big Creek (Bella Bella) Chum","MUSSEL-KYNOCH","CM-19",51988,"CM","Chum","7","NC","HStr",4,5,0.119202922022118,37,0,-0.0583346854826362,-0.0562808801188474,-0.0543858880284068,0.0127618126291725,-0.214074522541351,"Central Coast","Pink/Chum","Chum",0,0,0,0,0,0,0,0,0,0,0,0
"CM51993","Big Bay Creek (Bella Bella) Chum","MUSSEL-KYNOCH","CM-19",51993,"CM","Chum","7","NC","HStr",4,4.6875,0.119202922022118,63,0,0.0194956752763356,0.0200657942841239,0.0281053398011837,0.0510242398099051,0.0518991971180037,"Central Coast","Pink/Chum","Chum",0,0,0,0,0,0,0,0,0,0,0,0
"CM51998","Korich Creek (Bella Bella) Chum","MUSSEL-KYNOCH","CM-19",51998,"CM","Chum","7","NC","HStr",1,4.88888888888889,0.119202922022118,51,0,-0.00857679241952454,-0.00680554946657926,-0.00627190907800134,-0.0206901140360385,NA,"Central Coast","Pink/Chum","Chum",0,0,0,0,0,0,0,0,0,0,0,0
"CM52003","Poison Cove Creek (Bella Bella) Chum","MUSSEL-KYNOCH","CM-19",52003,"CM","Chum","7","NC","HStr",5,5.09090909090909,0.119202922022118,58,0,-0.00322973575146644,-0.00297896243941503,-0.00418578055031036,-0.0378287570226228,-0.0599211355358033,"Central Coast","Pink/Chum","Chum",0,0,0,0,0,0,0,0,0,0,0,0
"CM52008","Mussel River (Bella Bella) Chum","MUSSEL-KYNOCH","CM-19",52008,"CM","Chum","7","NC","HStr",5,4.3,0.119202922022118,70,0,0.0124197174684314,0.0123044955004383,0.00492288762150717,-0.0213016731461653,-0.0909433972790025,"Central Coast","Pink/Chum","Chum",0,0,0,0,0,0,0,0,0,0,0,0
"CM52013","Bolin Bay Creek (Bella Bella) Chum","MUSSEL-KYNOCH","CM-19",52013,"CM","Chum","7","NC","HStr",4,4.38461538461539,0.119202922022118,59,0,-0.0192781080638896,-0.0187057860442919,-0.0174470076667868,-0.0070047788422389,-0.119241742074047,"Central Coast","Pink/Chum","Chum",0,0,0.887289366,0,0,0,0,0.480379229,0.075495619,0,0,0
"CM52018","Carter River (Bella Bella) Chum","MUSSEL-KYNOCH","CM-19",52018,"CM","Chum","7","NC","HStr",5,5.05555555555556,0.119202922022118,64,0,-0.00025114329527661,-0.000828264549210404,0.00284481731541065,0.0356608311177736,-0.103878232026036,"Central Coast","Pink/Chum","Chum",0,0,0,0,0,0,0,0,0,0,0,0
"CM52026","Roy Creek Chum","GEORGIA STRAIT","CM-4",52026,"CM","Chum","14N","EVI","GStr",2,4,0.119202922022118,14,0,0.0903536216688025,0.0913465401081345,0.0391877658160604,0.0913465401081345,NA,"SCVI","Pink/Chum","Chum",5.523246513,19.36652456,24.92226701,0.555205753,0.057254782,6.041569015,2.616203872,3.024088508,28.57291025,0,47,0
"CM52036","Trent River Chum","GEORGIA STRAIT","CM-4",52036,"CM","Chum","14N","EVI","GStr",4,4.5,0.119202922022118,40,1,0.0392451964334877,0.0408092921245014,0.0334019899698875,0.0940360617550387,NA,"SCVI","Pink/Chum","Chum",0.111585694,3.985078762,5.085794398,0.031923137,0.025045249,4.518710056,0.476863374,0.54040593,11.22246575,0,0,5
"CM52046","Hart Creek Chum","GEORGIA STRAIT","CM-4",52046,"CM","Chum","14N","EVI","GStr",3,5,0.119202922022118,17,0,0.0540216791342952,0.0585596772263752,0.0686926458990955,0.133467243995397,NA,"SCVI","Pink/Chum","Chum",0,1.06610202,4.909689068,0.279537302,0.071335246,4.296779584,1.095246965,5.408081414,14.23186259,0,13,0
"CM52056","Tsable River Chum","GEORGIA STRAIT","CM-4",52056,"CM","Chum","14N","EVI","GStr",5,2.75,0.119202922022118,49,1,-0.0254128009983045,-0.0240285086233615,-0.00494271680808747,0.115949341271138,NA,"SCVI","Pink/Chum","Chum",0.150765812,0.125907733,3.433758582,0.020315314,0,3.919353768,0.441265973,0,7.299679706,0,3,0
"CM52076","Kootowis Creek Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52076,"CM","Chum","24","WVI","WVI",4,7,0.119202922022118,46,0,-0.0203370793038253,-0.0203370793038254,-0.0203370793038249,-0.036838591707476,NA,"SCVI","Pink/Chum","Chum",0,0,26.97984668,0,0.079640754,2.694458406,0.982194727,29.71075814,18.20964502,0,0,0
"CM52106","Kennedy River (Upper) Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52106,"CM","Chum","24","WVI","WVI",1,4.27272727272727,0.119202922022118,12,0,-0.0618980058522386,-0.049515005660879,-0.0354975888535848,-0.049515005660879,-0.0314780434904644,"SCVI","Pink/Chum","Chum",0,0.002466841,0.06998294,0,0,0.00212519,0,0.000583982,0.005981932,0,0,0
"CM52116","Kennedy River (Lower) Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52116,"CM","Chum","24","WVI","WVI",1,7,0.119202922022118,13,0,-0.0931769304901394,-0.0931769304901394,-0.0931769304901401,NA,NA,"SCVI","Pink/Chum","Chum",0,0.002466841,0.06998294,0,0,0.00212519,0,0.000583982,0.005981932,0,0,0
"CM52206","Tofino Creek Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52206,"CM","Chum","24","WVI","WVI",5,4.85714285714286,0.119202922022118,47,0,-0.021114082373364,-0.0201788945210235,-0.0108277056306096,0.028730972529653,NA,"SCVI","Pink/Chum","Chum",0,0,5.271825569,0,0.025911265,0.394358455,0.89984113,6.171059177,1.816095885,0,0,0
"CM52216","Tranquil Creek Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52216,"CM","Chum","24","WVI","WVI",5,3.05,0.119202922022118,66,0,-0.00634578767358487,-0.0061489568454645,0.00584132484277213,0.0665149146006524,-0.00892837171006886,"SCVI","Pink/Chum","Chum",0,0,12.3144645,0,0.015313371,0.967482338,0.364512798,12.66372323,3.018704279,0,0,0
"CM52226","Warn Bay Creek Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52226,"CM","Chum","24","WVI","WVI",5,4.88888888888889,0.119202922022118,62,0,0.0030696493600603,0.00302733327193945,-0.00888350418692751,-0.0510787668651757,-0.188853642499055,"SCVI","Pink/Chum","Chum",0,0,4.214690978,0,0.004793821,0.283137329,0.502501906,3.277272181,0.718203441,0,0,0
"CM52236","Bulson Creek Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52236,"CM","Chum","24","WVI","WVI",5,6,0.119202922022118,10,0,0.0528779509271166,0.0486867578908791,0.0281614769848258,NA,NA,"SCVI","Pink/Chum","Chum",0,0,4.214690978,0,0.004793821,0.283137329,0.502501906,3.277272181,0.718203441,0,0,0
"CM52246","Meares Creek Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52246,"CM","Chum","24","WVI","WVI",3,5,0.119202922022118,37,0,-0.0693757461376584,-0.0693757461376584,-0.0616502735100851,-0.0674753304897439,NA,"SCVI","Pink/Chum","Chum",0,0,0.17152825,0,0,0.0956997,0.131626974,0,0.30171776,0,16,0
"CM52266","Sharp Creek Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52266,"CM","Chum","24","WVI","WVI",3,5,0.119202922022118,21,0,-0.0383582533821297,-0.038006686293053,-0.0468990534499291,-0.034936092079564,NA,"SCVI","Pink/Chum","Chum",0,0,0.17152825,0,0,0.0956997,0.131626974,0,0.30171776,0,16,0
"CM52276","Cone Creeks (2) Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52276,"CM","Chum","24","WVI","WVI",3,5,0.119202922022118,37,0,-0.0525768203625511,-0.0523012717790692,-0.0577140629304182,-0.0670775388682018,NA,"SCVI","Pink/Chum","Chum",0,0,0.17152825,0,0,0.0956997,0.131626974,0,0.30171776,0,16,0
"CM52296","Sutton Mill Creek Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52296,"CM","Chum","24","WVI","WVI",3,5.14285714285714,0.119202922022118,56,0,-0.0432013368363638,-0.0440927121032855,-0.0435399440270542,-0.0237397468041565,-0.194918542429934,"SCVI","Pink/Chum","Chum",0,0,0.17152825,0,0,0.0956997,0.131626974,0,0.30171776,0,16,0
"CM52306","Fundy Creek Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52306,"CM","Chum","24","WVI","WVI",3,5.11111111111111,0.119202922022118,18,0,-0.0557229773378909,-0.0584018659523559,-0.0617573502823936,-0.127890143598082,NA,"SCVI","Pink/Chum","Chum",0,0,0.17152825,0,0,0.0956997,0.131626974,0,0.30171776,0,16,0
"CM52316","Bedwell River Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52316,"CM","Chum","24","WVI","WVI",6,3.26666666666667,0.119202922022118,56,0,0.011624834616837,0.0114868827284598,0.0226841310358268,0.0814471023779653,-0.0368086315013298,"SCVI","Pink/Chum","Chum",0,0,0.58508947,0.12385793,0,0.241978875,0.307962833,0,1.220706228,0,1,0
"CM52326","Ursus Creek Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52326,"CM","Chum","24","WVI","WVI",5,3.11111111111111,0.119202922022118,11,0,-0.0273461581654957,-0.0259991462725972,-0.0743823054758354,-0.0259991462725972,NA,"SCVI","Pink/Chum","Chum",0,0,0,0,0,0,0,0,0.060916434,0,0,0
"CM52336","Cypre River Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52336,"CM","Chum","24","WVI","WVI",4,3.94736842105263,0.119202922022118,66,0,-0.0144699805627127,-0.0131987311774763,-0.0168939996600823,-0.0205522898100309,-0.113963557106311,"SCVI","Pink/Chum","Chum",0,0,34.8351032,0,0.078016803,1.760784372,0.845220348,32.42455637,5.979380509,0,0,0
"CM52346","Bawden Creek Chum","SOUTHWEST VANCOUVER ISLAND","CM-10",52346,"CM","Chum","24","WVI","WVI",4,4.5,0.119202922022118,45,0,-0.0402538037105325,-0.040110911155916,-0.0418605740693259,-0.194963251307818,NA,"SCVI","Pink/Chum","Chum",0,0,23.25684122,0.139752719,0.071280319,1.309181282,1.045078404,22.12320506,5.592553781,0,7,0
"CM52356","Porter Creek Chum","GEORGIA STRAIT","CM-4",52356,"CM","Chum","17","EVI","GStr",3,7,0.119202922022118,15,0,-0.128400572560154,-0.128400572560154,-0.128400572560151,NA,NA,"SCVI","Pink/Chum","Chum",3.056335752,30.29717505,39.91998923,0.482176731,0.084163797,6.411270361,1.879414657,7.303532316,39.52003284,0,37,2
"CM52368","Cecil Creek (Kitimat-Butedale) Chum","DOUGLAS-GARDNER","CM-20",52368,"CM","Chum","6","NC","HStr",7,7,0.119202922022118,10,0,0.341115145860987,0.341115145860987,0.341115145860964,NA,NA,"Central Coast","Pink/Chum","Chum",0,0.098068661,7.469029022,0.043718814,0.010391827,3.106367021,0.380880795,3.938837082,6.332106092,0,0,0
"CM52373","Chist Creek (Kitimat-Butedale) Chum","DOUGLAS-GARDNER","CM-20",52373,"CM","Chum","6","NC","HStr",7,3.63636363636364,0.119202922022118,32,0,0.0163293983273903,0.0166538187717277,0.0172893084223521,0.0123615118138016,-0.000826229311040411,"Central Coast","Pink/Chum","Chum",0,0.098068661,7.469029022,0.043718814,0.010391827,3.106367021,0.380880795,3.938837082,6.332106092,0,0,0
"CM52378","Mckay Creek (Kitimat-Butedale) Chum","DOUGLAS-GARDNER","CM-20",52378,"CM","Chum","6","NC","HStr",6,7,0.119202922022118,17,0,-0.0553798338705023,-0.0553798338705023,-0.0553798338705022,NA,NA,"Central Coast","Pink/Chum","Chum",0,0,1.117252516,0,0,0.393691806,0,4.922722238,1.960472131,0,0,6
"CM52413","Bish Creek (Kitimat-Butedale) Chum","DOUGLAS-GARDNER","CM-20",52413,"CM","Chum","6","NC","HStr",5,3.94736842105263,0.119202922022118,83,0,-0.0152207732597571,-0.014314124850201,-0.0170913314350135,-0.051233274368147,-0.0189985868169714,"Central Coast","Pink/Chum","Chum",0,0,3.366130783,0,0.071066065,0.528495495,0.153595526,5.888908815,5.258747947,0,0,0
"CM52423","Gilttoyees Creek (Kitimat-Butedale) Chum","DOUGLAS-GARDNER","CM-20",52423,"CM","Chum","6","NC","HStr",6,4.5,0.119202922022118,66,0,-0.0238934654889334,-0.0228505960284328,-0.0119354275757234,0.00461678699767984,NA,"Central Coast","Pink/Chum","Chum",0,0,0,0,0,0,0,0,0,NA,0,0
"CM52428","Foch River (Kitimat-Butedale) Chum","DOUGLAS-GARDNER","CM-20",52428,"CM","Chum","6","NC","HStr",5,3.1,0.119202922022118,84,0,0.00210418100827766,0.00302250561221485,-8.4738453454695e-05,-0.0322731851396908,-0.0433593469958383,"Central Coast","Pink/Chum","Chum",0,0,0,0,0,0,0,0,0,NA,0,0
"CM52433","Kihess Creek (Kitimat-Butedale) Chum","DOUGLAS-GARDNER","CM-20",52433,"CM","Chum","6","NC","HStr",4,4.625,0.119202922022118,33,0,-0.0407623829315893,-0.0398684703043661,-0.0394919444296763,-0.0375252482261286,NA,"Central Coast","Pink/Chum","Chum",0,0,5.058984239,0,0.001090794,0.121644574,0,5.193140945,0.812250931,0,0,0
"CM52438","Kitkiata Creek (Kitimat-Butedale) Chum","DOUGLAS-GARDNER","CM-20",52438,"CM","Chum","6","NC","HStr",5,4.5,0.119202922022118,71,0,-0.0706004772389862,-0.0699804109889318,-0.0630562613997605,-0.0306474662872732,0.0257477823777853,"Central Coast","Pink/Chum","Chum",0,0,6.540429759,0,0.001844544,0.261422016,0.220343348,9.283178241,1.192178408,0,0,0
"CM52443","Quaal River (Kitimat-Butedale) Chum","DOUGLAS-GARDNER","CM-20",52443,"CM","Chum","6","NC","HStr",5,3.2,0.119202922022118,85,0,-0.0137226665012179,-0.0135025983079627,-0.0144716830375068,-0.0445996081800838,0.000859414919439514,"Central Coast","Pink/Chum","Chum",0,0,2.792170243,0,0,0.013627198,0.039753177,2.909501683,0.292341596,0,0,0
"CM52448","Kiskosh Creek (Kitimat-Butedale) Chum","HECATE LOWLANDS","CM-18",52448,"CM","Chum","6","HecLow","HStr",5,3.68421052631579,0.119202922022118,75,0,-0.0638922061988177,-0.06348894241867,-0.0505926613183745,0.016703883364989,0.0508353664296652,"Central Coast","Pink/Chum","Chum",0,0,0,0,0,0,0,0,0,0,0,0
"CM52453","Missed Creek (Kitimat-Butedale) Chum","HECATE LOWLANDS","CM-18",52453,"CM","Chum","6","HecLow","HStr",4,4.8,0.119202922022118,14,0,-0.0509626906841203,-0.0520882723545884,-0.0522317442764959,-0.0683837615904293,NA,"Central Coast","Pink/Chum","Chum",0,0,4.353293317,0,0,0,0,4.406132727,0.805296643,0,0,0
"CM52463","Gabion River (Kitimat-Butedale) Chum","HECATE LOWLANDS","CM-18",52463,"CM","Chum","6","HecLow","HStr",4,4.68421052631579,0.119202922022118,64,0,-0.0648008669187275,-0.0636661607597293,-0.060339407393092,-0.048781465836251,-0.0467319239854803,"Central Coast","Pink/Chum","Chum",0,0.258372203,0.224080067,0,0,0.064767313,0.023771245,0,0.321207593,0,4,0
"CM52468","Belowe Creek (Grenville Principe) Chum","HECATE LOWLANDS","CM-18",52468,"CM","Chum","5","HecLow","HStr",4,3.73684210526316,0.119202922022118,79,0,-0.0460404638347936,-0.0456297772630933,-0.0450029602379497,-0.0456851805091124,-0.044311532826915,"Central Coast","Pink/Chum","Chum",0,0,0,0,0,0,0,0,0,0,0,0
"CM52478","Brodie Lake Creek (Grenville Principe) Chum","HECATE LOWLANDS","CM-18",52478,"CM","Chum","5","HecLow","HStr",4,3.4,0.119202922022118,42,0,-0.0476281656801058,-0.0472688793630755,-0.0337554511119299,NA,NA,"Central Coast","Pink/Chum","Chum",0,0,0,0,0,0,0,0,0,0,0,0
"CM52483","Kxngeal Creek (Grenville Principe) Chum","HECATE LOWLANDS","CM-18",52483,"CM","Chum","5","HecLow","HStr",3,3.4,0.119202922022118,14,0,-0.0237565237658371,-0.0236893048809489,-0.0184301011297917,0.0328407621539855,NA,"Central Coast","Pink/Chum","Chum",0,0,7.994038502,0,0.029538153,0.099554498,0.44116397,10.98117953,2.360166536,0,0,0
"CM52488","Northness Creek (Grenville Principe) Chum","HECATE LOWLANDS","CM-18",52488,"CM","Chum","5","HecLow","HStr",3,4,0.119202922022118,11,0,-0.0520997903719567,-0.0558524750263042,-0.0620661241638434,-0.0558524750263042,NA,"Central Coast","Pink/Chum","Chum",0,0,7.994038502,0,0.029538153,0.099554498,0.44116397,10.98117953,2.360166536,0,0,0
"CM52498","Kumealon Creek (Grenville Principe) Chum","HECATE LOWLANDS","CM-18",52498,"CM","Chum","5","HecLow","HStr",4,3.61111111111111,0.119202922022118,74,0,-0.0326008606960591,-0.0329214223039354,-0.0220202942537855,0.0549874940068537,0.0154155329186607,"Central Coast","Pink/Chum","Chum",0,0,3.866412771,0,0.08877234,0.196953842,0,6.551408347,3.54045437,0,0,0
"CM52526","Nahwitti River (Alert Bay) Chum Run 1","NORTHEAST VANCOUVER ISLAND","CM-5",52526,"CM","Chum","12","EVI","SFj",5,7,0.119202922022118,18,0,-0.0440263704368036,-0.0440263704368036,-0.0440263704368034,NA,NA,"SCVI","Pink/Chum","Chum",0,0,4.946381562,0.062607458,0.395544356,0.39009682,0.176352309,4.95823151,3.611773422,0,0,0
"CM52536","Shushartie River (Alert Bay) Chum Run 1","NORTHEAST VANCOUVER ISLAND","CM-5",52536,"CM","Chum","12","EVI","SFj",5,7,0.119202922022118,17,0,-0.0847210369186518,-0.0847210369186518,-0.0847210369186522,NA,NA,"SCVI","Pink/Chum","Chum",0,0,3.536311625,0.144772139,0.153408397,0.701848769,0.195884528,5.503532348,7.469752284,0,0,0
"CM52551","Songhees Creek (Alert Bay) Chum Run 1","NORTHEAST VANCOUVER ISLAND","CM-5",52551,"CM","Chum","12","EVI","SFj",4,7,0.119202922022118,10,0,-0.0509119052598858,-0.0509119052598858,-0.0509119052598858,NA,NA,"SCVI","Pink/Chum","Chum",0,0,7.375782665,0,0.051850623,0.710589485,0.13991054,6.895979043,6.267729767,0,3,4
"CM52561","Tsulquate River (Alert Bay) Chum Run 1","NORTHEAST VANCOUVER ISLAND","CM-5",52561,"CM","Chum","12","EVI","SFj",4,2,0.119202922022118,31,0,-0.0639716814599819,-0.0639716814599819,-0.101290743922294,NA,NA,"SCVI","Pink/Chum","Chum",0,0.017361546,7.195131546,0,0.10231765,0.791170311,0.288074027,6.315543965,4.607492136,0,3,0
"CM52591","Keogh River (Alert Bay) Chum Run 1","NORTHEAST VANCOUVER ISLAND","CM-5",52591,"CM","Chum","12","EVI","SFj",5,3.66666666666667,0.119202922022118,31,0,-0.0768658711158227,-0.0788957030775828,-0.0734385310466079,NA,NA,"SCVI","Pink/Chum","Chum",0,0.011037477,15.49168561,0,0.430809917,2.741783866,0.758933373,15.96966493,21.60895015,0,2,0
"CM52601","Cluxewe River (Alert Bay) Chum Run 1","NORTHEAST VANCOUVER ISLAND","CM-5",52601,"CM","Chum","12","EVI","SFj",5,6,0.119202922022118,39,0,-0.0756989360374401,-0.0710178896651377,-0.0581734744681603,0.060164411849636,NA,"SCVI","Pink/Chum","Chum",0,0,10.48912411,0.077904984,0.347983544,1.946891,0.711029457,14.04348545,16.40786542,0,2,0
"CM52611","Mills Creek (Alert Bay) Chum Run 1","NORTHEAST VANCOUVER ISLAND","CM-5",52611,"CM","Chum","12","EVI","SFj",4,7,0.119202922022118,26,0,-0.0364499989799694,-0.0364499989799694,-0.0364499989799695,NA,NA,"SCVI","Pink/Chum","Chum",0,0.507008577,8.979719345,0.239514316,0.277041605,3.196168178,1.151887493,10.45393263,14.09027142,0,1,0
"CM52621","Hyde Creek (Alert Bay) Chum Run 1","NORTHEAST VANCOUVER ISLAND","CM-5",52621,"CM","Chum","12","EVI","SFj",4,7,0.119202922022118,17,0,-0.0449081917877667,-0.0449081917877667,-0.044908191787767,NA,NA,"SCVI","Pink/Chum","Chum",0,0.507008577,8.979719345,0.239514316,0.277041605,3.196168178,1.151887493,10.45393263,14.09027142,0,1,0
"CM52676","Tsitika River (Alert Bay) Chum Run 1","NORTHEAST VANCOUVER ISLAND","CM-5",52676,"CM","Chum","12","EVI","SFj",6,6,0.119202922022118,11,0,-0.0957699476747227,-0.0957699476747228,-0.0949378597108758,NA,NA,"SCVI","Pink/Chum","Chum",0,0,0.401494319,0.149613875,0.061680565,0.050621822,0,0.828681707,0.413864942,0,0,0
"CM52696","Adam River (Alert Bay) Chum Run 1","NORTHEAST VANCOUVER ISLAND","CM-5",52696,"CM","Chum","12","EVI","SFj",6,3.94444444444444,0.119202922022118,36,0,-0.090114593789896,-0.0901604164978731,-0.0921993072233281,-0.154952290883652,-0.0794707952171591,"SCVI","Pink/Chum","Chum",0,0.034843912,13.36349367,0.026490779,0.44318921,3.314670214,0.637791209,21.02233232,21.47599808,0,0,0
"CM52716","Salmon River (Campbell River Area) Chum Run 1","NORTHEAST VANCOUVER ISLAND","CM-5",52716,"CM","Chum","13","EVI","SFj",6,4.28571428571429,0.119202922022118,50,0,-0.0712008394519401,-0.0711802782855114,-0.0783478808461991,-0.0899010036448136,-0.326098580902619,"SCVI","Pink/Chum","Chum",0.393557518,0.399693283,3.930119369,0,0.269412338,2.121309106,0.538125649,4.301354559,7.940899218,0,33,0
"CM52736","Amor De Cosmos Creek (Campbell River Area) Chum Run 1","NORTHEAST VANCOUVER ISLAND","CM-5",52736,"CM","Chum","13","EVI","SFj",4,4.1,0.119202922022118,54,0,-0.0097080620436326,-0.0122131505997948,-0.00206265218900474,0.0489628675928653,0.0566648015047785,"SCVI","Pink/Chum","Chum",0,0.031226195,36.51519928,0,0.338935003,2.369297685,0.60536206,36.97307673,19.97822792,0,1,0
"CM52746","Pye Creek (Campbell River Area) Chum Run 1","NORTHEAST VANCOUVER ISLAND","CM-5",52746,"CM","Chum","13","EVI","SFj",3,7,0.119202922022118,25,0,-0.00273345395445821,-0.00273345395445822,-0.00273345395445816,NA,NA,"SCVI","Pink/Chum","Chum",0.011312563,0.117164025,32.866487,0,0.110164048,1.717130707,0.465475657,27.99297465,7.971984251,0,6,0
"CM52766","St. Aubyn Creek (Campbell River Area) Chum Run 1","LOUGHBOROUGH","CM-6",52766,"CM","Chum","13","SC","SFj",4,7,0.119202922022118,41,0,-0.00466143592762918,-0.00466143592762919,-0.00466143592763008,-0.145088680200215,NA,"SCVI","Pink/Chum","Chum",0,0,6.164077822,0,0.008261801,2.056290685,0.293789773,0.260785602,5.034365165,0,3,0
"CM52776","Cameleon Harbour Creek (Campbell River Area) Chum Run 1","LOUGHBOROUGH","CM-6",52776,"CM","Chum","13","SC","SFj",3,5,0.119202922022118,36,0,-0.0618954130969907,-0.0609165440305186,-0.0541695823163615,-0.0612417632899139,NA,"SCVI","Pink/Chum","Chum",0,0,10.72646191,0,0.050693691,2.194627256,0.716570004,10.63691163,11.14836532,0,1,0
"CM52786","Thurston Bay Creek (Campbell River Area) Chum Run 1","LOUGHBOROUGH","CM-6",52786,"CM","Chum","13","SC","SFj",3,7,0.119202922022118,47,0,-0.03914856615663,-0.0391485661566299,-0.0391485661566306,-0.114746021735509,NA,"SCVI","Pink/Chum","Chum",0,0,1.864717852,0.030483109,0.006389452,1.233648186,4.093468694,0,2.426654266,0,0,0
